,BrandName,ProductName,ProductMRP,ProductSellingPrice,ProductRating,ProductRatingCount,Category,CategoryByGender,UserSatisfactionLevel
267,Bene Kleed,Relaxed Fit Denim Jeans, 2299, 758,4.1,5000,Jeans,Men,Great Product
268,WROGN,Men Skinny Fit Mid Rise Jeans, 1999, 879,4.1,364,Jeans,Men,Great Product
269,Louis Philippe Jeans,Men Slim Fit Mid-Rise Jeans, 2999, 1769,4.2,520,Jeans,Men,Great Product
270,glitchez,Men Loose Baggy Jeans, 1399, 839,3.7,160,Jeans,Men,Good Choice
271,Urbano Fashion,Men Slim Fit Clean Look Jeans, 1399, 489,4.1,1900,Jeans,Men,Great Product
272,U.S. Polo Assn. Denim Co.,Men Tapered Crop Fit Jeans, 2299, 1494,4.5,24,Jeans,Men,Great Product
273,HIGHLANDER,Men Tapered Fit Mid-Rise Jeans, 2949, 648,3.0,32,Jeans,Men,Below Average
274,HIGHLANDER,Men Tapered Fit Jeans, 1999, 699,3.3,119,Jeans,Men,Average
275,Flying Machine,Men Crinkle Stretchable Jeans, 2999, 1559,4.0,58,Jeans,Men,Good Choice
276,StyleCast x Revolte,Wide Leg Medium Shade Jeans, 3499, 1189,3.8,60,Jeans,Men,Good Choice
277,Mast & Harbour,Men Relaxed Fit Jeans, 3399, 999,4.0,569,Jeans,Men,Good Choice
278,Louis Philippe Jeans,Men Slim Fit Low-Rise Jeans, 2999, 1649,4.1,894,Jeans,Men,Great Product
279,Levis,Men Slim Fit Mid-Rise Jeans, 2899, 1159,4.1,163,Jeans,Men,Great Product
280,glitchez,Men Loose Fit Jeans, 2199, 923,3.5,37,Jeans,Men,Average
281,U.S. Polo Assn. Denim Co.,Men Slim Straight Fit Jeans, 2699, 1619,4.5,13,Jeans,Men,Great Product
282,Stylecast X Kotty,Regular Fit Stretchable Jeans, 1999, 519,3.5,125,Jeans,Men,Average
283,HIGHLANDER,Men Slim Fit Jeans, 1899, 683,4.0,7900,Jeans,Men,Good Choice
284,Jack & Jones,Men Wide Leg High-Rise Jeans, 3999, 3399,4.3,0,Jeans,Men,Great Product
285,HIGHLANDER,Men Stretchable Jeans, 2049, 450,3.9,759,Jeans,Men,Good Choice
286,HERE&NOW,Men Straight Fit Jeans, 3599, 1007,4.2,5,Jeans,Men,Great Product
287,Flying Machine,Men Tapered Fit Jeans, 2299, 1218,4.4,69,Jeans,Men,Great Product
288,HIGHLANDER,Men Relaxed Fit Mid-Rise Jeans, 2949, 648,3.7,95,Jeans,Men,Good Choice
289,Mast & Harbour,Men Straight Fit Mid-Rise Jeans, 1699, 713,4.2,12,Jeans,Men,Great Product
290,Louis Philippe Jeans,Men Slim Fit Low-Rise Jeans, 3299, 1946,4.0,392,Jeans,Men,Good Choice
291,HERE&NOW,Men Baggy Pure Cotton Jeans, 2999, 1259,4.3,7,Jeans,Men,Great Product
292,Urbano Fashion,Men Relaxed Fit Cotton Jeans, 2399, 839,3.9,320,Jeans,Men,Good Choice
293,Jack & Jones,Men Mid-Rise Clean Look Jeans,0,0,4.1,28,Jeans,Men,Great Product
294,The Indian Garage Co,Men Slim Fit Jeans, 2299, 896,3.8,2600,Jeans,Men,Good Choice
295,Bene Kleed,Men Wide Leg Jeans, 2599, 883,3.5,83,Jeans,Men,Average
296,Louis Philippe Jeans,Men Slim Fit Mid-Rise Jeans, 2599, 1429,3.9,34,Jeans,Men,Good Choice
297,Mast & Harbour,Men Stretchable Jeans, 2299, 804,3.5,373,Jeans,Men,Average
298,HIGHLANDER,Men Fit Mid rise Jeans, 2199, 483,3.8,583,Jeans,Men,Good Choice
299,U.S. Polo Assn. Denim Co.,Men Skinny Cropped Fit Jeans, 2299, 1379,4.4,52,Jeans,Men,Great Product
300,Jompers,Embroidered Cotton Silk Kurta, 3849, 769,4.0,807,Kurta,Men,Good Choice
301,Anouk,Men Geometric Printed Short Kurta, 2199, 725,4.2,3500,Kurta,Men,Great Product
302,VASTRAMAY,Men Geometric Printed Kurta, 1999, 1399,4.3,0,Kurta,Men,Great Product
303,Jompers,Men Embroidered Kurta, 2799, 699,4.2,2100,Kurta,Men,Great Product
304,Anouk,Men Striped Straight Kurta, 2299, 666,4.3,1500,Kurta,Men,Great Product
305,VASTRAMAY,Men Kurta, 2399, 1679,4.3,0,Kurta,Men,Great Product
306,Anouk,Men Pure Cotton Kurta, 1999, 659,3.9,923,Kurta,Men,Good Choice
307,Jompers,Embroidered Cotton Silk Kurta, 3849, 769,4.0,821,Kurta,Men,Good Choice
308,VASTRAMAY,Men Geometric Kurta, 2399, 1679,4.3,0,Kurta,Men,Great Product
309,Anouk,Men Ethnic Motifs Printed Kurta, 2099, 755,4.2,1500,Kurta,Men,Great Product
310,HERE&NOW,Men Short Kurta, 1899, 721,4.4,3900,Kurta,Men,Great Product
311,VASTRAMAY,Men Yoke Design Kurta, 2199, 1539,4.3,0,Kurta,Men,Great Product
312,House of Pataudi,Embellished Straight Kurta, 3099, 999,4.0,36,Kurta,Men,Good Choice
313,Anouk,Geometric Sequinned Kurta, 3599, 971,4.3,777,Kurta,Men,Great Product
314,Anouk,Striped Cotton Straight Kurta, 2599, 857,3.7,22,Kurta,Men,Good Choice
315,Jompers,Chikankari Sequined Kurta, 5699, 911,4.3,1300,Kurta,Men,Great Product
316,FILORI STUDIO,Pure Cotton Printed Kurta, 2599, 961,3.3,55,Kurta,Men,Average
317,House of Pataudi,Embroidered Rozana Kurta, 2499, 1249,4.3,0,Kurta,Men,Great Product
318,Sangria,Men Solid Straight Kurta, 7549, 981,4.0,134,Kurta,Men,Good Choice
319,Jompers,Men Embroidered Kurta, 2799, 699,4.1,1200,Kurta,Men,Great Product
320,Anouk Rustic,Floral Printed Straight Kurta, 2199, 747,4.3,0,Kurta,Men,Great Product
321,HERE&NOW,Striped Printed Cotton Short Kurta, 1899, 759,4.4,1200,Kurta,Men,Great Product
322,Diwas by Manyavar,Printed Mandarin Collar Kurta,0,0,4.6,61,Kurta,Men,Excellent
323,VASTRAMAY,Men Quirky Printed Kurta, 1799, 1259,4.3,0,Kurta,Men,Great Product
324,HERE&NOW,Men Embroidered Kurta, 3999, 959,4.3,2500,Kurta,Men,Great Product
325,Anouk,Men Striped Short Kurta, 1999, 639,4.3,1600,Kurta,Men,Great Product
326,Jompers,Men Ethnic Motifs Cotton Kurta, 2599, 727,3.8,1200,Kurta,Men,Good Choice
327,Jompers,Men Floral Printed Kurta, 2699, 620,3.8,298,Kurta,Men,Good Choice
328,Anouk,Men Geometric Printed Short Kurta, 1999, 639,4.3,328,Kurta,Men,Great Product
329,House of Pataudi,Pure Cotton Jashn Kurta, 3299, 1352,4.3,0,Kurta,Men,Great Product
330,Jompers,Embroidered Straight Kurta, 3950, 790,4.2,3600,Kurta,Men,Great Product
331,HERE&NOW,Men Embroidered Kurta, 3999, 879,4.4,3500,Kurta,Men,Great Product
332,Jompers,Men Floral Embroidered Kurta, 7449, 1638,3.9,19,Kurta,Men,Good Choice
333,CHARLOTTE GRACIOUS,Men Floral Printed Kurta, 3999, 749,3.5,36,Kurta,Men,Average
334,Anouk,Men Printed Short Kurta, 2199, 747,4.1,633,Kurta,Men,Great Product
335,VASTRAMAY,Men Floral Printed Kurta, 1999, 1399,4.3,0,Kurta,Men,Great Product
336,Anouk,Men Ethnic Motifs Printed Short Kurta, 2199, 637,4.2,2900,Kurta,Men,Great Product
337,Anouk,Floral Printed Straight Kurta, 2799, 979,4.1,242,Kurta,Men,Great Product
338,VASTRAMAY,Men Striped Kurta, 2199, 1539,4.3,0,Kurta,Men,Great Product
339,House of Pataudi,Embroidered Sequins Kurta, 2999, 899,4.3,347,Kurta,Men,Great Product
340,Anouk,Men Ethnic Motifs Printed Kurta, 1499, 644,4.1,880,Kurta,Men,Great Product
341,Jompers,Embroidered Straight Kurta, 9399, 2819,3.6,7,Kurta,Men,Good Choice
342,Jompers,Men Geometric Embroidered Kurta, 3699, 739,4.2,79,Kurta,Men,Great Product
343,Anouk,Men Geometric Printed Short Kurta, 2199, 659,4.3,2000,Kurta,Men,Great Product
344,VASTRAMAY,Plus Size Printed Kurta, 1999, 1399,4.3,0,Kurta,Men,Great Product
345,HERE&NOW,Striped Cotton Short Kurta, 1899, 759,4.0,813,Kurta,Men,Good Choice
346,Jompers,Printed Ombre Straight Kurta, 2699, 620,4.0,204,Kurta,Men,Good Choice
347,VASTRAMAY,Yoke Design Straight Kurta, 2699, 1376,4.2,149,Kurta,Men,Great Product
348,Anouk,Men Striped Kurta, 1899, 493,4.2,569,Kurta,Men,Great Product
349,HERE&NOW,Men Liva Kurta, 3999, 999,4.1,451,Kurta,Men,Great Product
350,Titan,Elixir 1.19 AMOLED Smartwatch,0,0,4.9,7,Smart Watch,Unisex,Excellent
351,Titan,, 12995, 12495,4.3,0,Smart Watch,Unisex,Great Product
352,CMF by Nothing,"Watch pro 2 with 1.32"" AMOLED", 5999, 4999,4.5,1100,Smart Watch,Unisex,Great Product
353,Boult,Thrux HD Smartwatch, 7999, 2199,4.0,206,Smart Watch,Unisex,Good Choice
354,Titan,Celestor AMOLED Smartwatch, 9995, 8199,5.0,5,Smart Watch,Unisex,Excellent
355,Boult,Thrux HD Smartwatch, 7999, 2199,3.9,141,Smart Watch,Unisex,Good Choice
356,Boult,"Rover Pro 1.43"" Smart Watch", 10999, 1999,4.0,235,Smart Watch,Unisex,Good Choice
357,Titan,Elixir 1.19 AMOLED Smartwatch, 13995, 12499,4.3,0,Smart Watch,Unisex,Great Product
358,CMF by Nothing,"Watch pro 2 with 1.32"" AMOLED", 5999, 4999,4.5,445,Smart Watch,Unisex,Great Product
359,Fastrack,FS1 Pro With BT Calling Watch, 7995, 2995,4.3,76,Smart Watch,Unisex,Great Product
360,Titan,Valerie 1.19 AMOLED Smartwatch, 11495, 8999,4.6,8,Smart Watch,Unisex,Excellent
361,CMF by Nothing,Watch Pro with 1.96 AMOLED, 5999, 4499,4.3,2100,Smart Watch,Unisex,Great Product
362,Boult,Crown R Pro Health Tracker, 6999, 2399,4.2,149,Smart Watch,Unisex,Great Product
363,Titan,Valerie 1.19 AMOLED Smartwatch,0,0,4.3,0,Smart Watch,Unisex,Great Product
364,Boult,Rover Pro 1.43 SmartWatch, 9999, 1999,3.9,103,Smart Watch,Unisex,Good Choice
365,NOISE,Pulse 4 Max Smartwatch, 6999, 1899,3.0,12,Smart Watch,Unisex,Below Average
366,Titan,Celestor AMOLED Smartwatch,0,0,4.3,0,Smart Watch,Unisex,Great Product
367,Boult,Mirage Smart Watch, 4999, 1799,3.6,29,Smart Watch,Unisex,Good Choice
368,NOISE,Evolve 3 Smartwatch, 6999, 2199,4.2,535,Smart Watch,Unisex,Great Product
369,Titan,Smart 3 BT Calling SmartWatch, 11995, 4999,4.2,26,Smart Watch,Unisex,Great Product
370,NOISE,Evolve 3 Smartwatch, 6999, 2199,4.1,379,Smart Watch,Unisex,Great Product
371,NOISE,Pulse 4 Max Smartwatch, 6999, 1899,4.4,16,Smart Watch,Unisex,Great Product
372,Titan,"Evolution 1.85"" Smartwatch",0,0,4.3,0,Smart Watch,Unisex,Great Product
373,Boult,Pyro Smartwatch, 7999, 2499,3.8,32,Smart Watch,Unisex,Good Choice
374,Boult,"Trail Pro 2.01"" 3D Smart Watch", 6999, 1799,4.1,65,Smart Watch,Unisex,Great Product
375,Titan,Maestro 1.43 AMOLED Smartwatch,0,0,4.3,0,Smart Watch,Unisex,Great Product
376,NOISE,ColorFit Ultra 3 Smartwatch, 8999, 2999,4.5,60,Smart Watch,Unisex,Great Product
377,Boult,"Trail Pro 2.01"" 3D Smart Watch", 6999, 1799,4.3,59,Smart Watch,Unisex,Great Product
378,Fastrack,Marvellous FX2 Smartwatch, 9995, 6499,4.3,0,Smart Watch,Unisex,Great Product
379,NOISE,ColorFit Pro 4 Smart Watch, 7999, 1799,4.6,11,Smart Watch,Unisex,Excellent
380,NOISE,Pulse 4 Max Smartwatch, 6999, 1899,4.5,6,Smart Watch,Unisex,Great Product
381,Titan,Heritage AMOLED Smartwatch,0,0,4.3,0,Smart Watch,Unisex,Great Product
382,NOISE,ColorFit Icon 4 Smartwatch, 6999, 2199,4.1,224,Smart Watch,Unisex,Great Product
383,Timex,Unisex Smartwatch, 7495, 3747,3.5,15,Smart Watch,Unisex,Average
384,Titan,Smart 3 AMOLED Smartwatch, 11995, 4999,4.3,0,Smart Watch,Unisex,Great Product
385,Timex,Iconnect EVO+ Smartwatch, 5495, 2747,4.3,58,Smart Watch,Unisex,Great Product
386,NOISE,1.1AMOLED Display Smart Watch, 5999, 2299,3.0,13,Smart Watch,Unisex,Below Average
387,Titan,"Evolution 1.85"" Smartwatch",0,0,4.3,0,Smart Watch,Unisex,Great Product
388,NOISE,ColorFit Pro 5 Max Smartwatch, 9999, 3999,4.3,80,Smart Watch,Unisex,Great Product
389,CMF by Nothing,Watch Pro with 1.96 AMOLED, 5999, 4499,4.4,676,Smart Watch,Unisex,Great Product
390,Titan,Maestro 1.43 AMOLED Smartwatch, 14495, 12495,4.3,0,Smart Watch,Unisex,Great Product
391,Boult,Crown R Pro Health Tracker, 6999, 2399,4.2,92,Smart Watch,Unisex,Great Product
392,Fastrack,FS1 Pro With BT Calling Watch, 7995, 2995,4.4,123,Smart Watch,Unisex,Great Product
393,Boult,Dire Smart Watch, 4999, 1499,4.3,67,Smart Watch,Unisex,Great Product
394,Boult,"Trail Pro 2.01"" 3D Smart Watch", 6999, 1599,4.3,32,Smart Watch,Unisex,Great Product
395,NOISE,Unisex Halo 2 Smartwatch, 6999, 4899,4.5,13,Smart Watch,Unisex,Great Product
396,Fastrack,Styler FS1 Pro Smartwatch, 4999, 2499,4.4,17,Smart Watch,Unisex,Great Product
397,Fire-Boltt,Crusader Amoled 1.43BT Calling, 18999, 2799,4.4,514,Smart Watch,Unisex,Great Product
398,CMF by Nothing,Watch Pro with 1.96 AMOLED, 5999, 4499,4.3,271,Smart Watch,Unisex,Great Product
399,Titan,"Evolution 1.85"" Smartwatch",0,0,4.3,0,Smart Watch,Unisex,Great Product
400,UNDER ARMOUR,Phantom 4 Men Sports Shoes,0,0,4.4,9,Sports Shoe,Men,Great Product
401,Skechers,Men Go Run Consistent Shoes, 5499, 3299,4.4,3000,Sports Shoe,Men,Great Product
402,HRX by Hrithik Roshan,Unisex Running Shoes, 2999, 999,4.3,288,Sports Shoe,Men,Great Product
403,WROGN,Men Walking Shoes, 2499, 1499,4.3,0,Sports Shoe,Men,Great Product
404,ADIDAS,Men Breaknet 2.0IKD Basketball, 5999, 2999,4.3,175,Sports Shoe,Men,Great Product
405,WROGN,Men Running Shoes, 3299, 1517,4.3,18,Sports Shoe,Men,Great Product
406,ASICS,Men Gel-Contend B+ Running, 4299, 2149,4.2,567,Sports Shoe,Men,Great Product
407,ASICS,Men GT-1000 12 Running Shoes, 8999, 4949,4.2,25,Sports Shoe,Men,Great Product
408,ADIDAS,Men Adivat Running Shoes, 3299, 1649,4.3,2700,Sports Shoe,Men,Great Product
409,WROGN,Men Running Shoes, 3299, 1517,3.7,19,Sports Shoe,Men,Good Choice
410,ASICS,Men GEL-PULSE 15 Running Shoes, 8999, 5399,4.4,72,Sports Shoe,Men,Great Product
411,HRX by Hrithik Roshan,Men Memory Foam Running Shoes, 2999, 999,4.1,10100,Sports Shoe,Men,Great Product
412,Puma,FlexJet Lite Men Running Shoes, 3999, 2199,3.8,112,Sports Shoe,Men,Good Choice
413,ADIDAS,Men Ultraboost 1.0 Running, 17999, 9899,3.5,32,Sports Shoe,Men,Average
414,HRX by Hrithik Roshan,Unisex Running Shoes, 2999, 999,4.1,181,Sports Shoe,Men,Great Product
415,Puma,Men Cricket Shoes, 4999, 1999,4.2,940,Sports Shoe,Men,Great Product
416,UNDER ARMOUR,Phantom 4 Men Sports Shoes,0,0,4.3,0,Sports Shoe,Men,Great Product
417,Campus,Men Running Shoes, 1999, 1249,4.3,7500,Sports Shoe,Men,Great Product
418,WROGN,Men Walking Shoes, 2499, 1499,4.3,0,Sports Shoe,Men,Great Product
419,UNDER ARMOUR,UA Fat Tire Venture Men Shoes,0,0,4.4,5,Sports Shoe,Men,Great Product
420,Puma,Indoor Sports Shoes, 4999, 2249,4.2,5000,Sports Shoe,Men,Great Product
421,Kalenji By Decathlon,Men JOGFLOW 100.1 Run Shoes, 2999, 2599,4.3,513,Sports Shoe,Men,Great Product
422,ASICS,Men Gel-Sonoma 8 Running Shoes, 7999, 4799,4.4,28,Sports Shoe,Men,Great Product
423,ASICS,Men Gel Zaraca 5 B Run Shoes, 4999, 2499,4.1,497,Sports Shoe,Men,Great Product
424,ADIDAS,Men Vl Court 3.0 Training Shoe, 6999, 3499,4.5,192,Sports Shoe,Men,Great Product
425,ADIDAS,Men Ultraboost 1.0 Run Shoes, 17999, 8819,3.8,156,Sports Shoe,Men,Good Choice
426,Nike,Downshifter 12 Men's Shoes,0,0,4.4,66,Sports Shoe,Men,Great Product
427,WROGN,Men Striped Running Shoes, 3299, 1517,2.9,8,Sports Shoe,Men,Below Average
428,Skechers,GO WALK Massage Fit Men Shoes,0,0,4.1,18,Sports Shoe,Men,Great Product
429,Campus,Men Running Shoes, 1899, 1249,4.3,6900,Sports Shoe,Men,Great Product
430,ADIDAS,MOULD 3 LOUNGER Men Shoes, 6999, 3149,4.4,112,Sports Shoe,Men,Great Product
431,Campus,Lace-Ups Running Shoes, 3499, 1599,4.2,36,Sports Shoe,Men,Great Product
432,HRX by Hrithik Roshan,HRX-235 02 Running Shoes, 3999, 1117,3.9,108,Sports Shoe,Men,Good Choice
433,Nike,Run Defy Running Shoes, 3995, 3595,4.3,75,Sports Shoe,Men,Great Product
434,ASICS,Men Court Reflex Tennis Shoes, 5999, 2999,4.4,64,Sports Shoe,Men,Great Product
435,Red Tape,Men Walking Shoes, 7299, 1459,4.3,372,Sports Shoe,Men,Great Product
436,Nike,Run Defy Men's Running Shoes, 3995, 3595,4.5,58,Sports Shoe,Men,Great Product
437,ADIDAS,Men Terrex Trekking Shoes, 8599, 4729,4.7,29,Sports Shoe,Men,Excellent
438,NIVIA,Men SAFARI Football Shoes, 1499, 974,4.0,31,Sports Shoe,Men,Good Choice
439,ADIDAS,Men Breaknet 2.0IKD Basketball, 6599, 3299,4.1,105,Sports Shoe,Men,Great Product
440,ASICS,Men Running Shoes, 5999, 2999,4.1,59,Sports Shoe,Men,Great Product
441,Puma,Indoor Sports Shoes, 4999, 2249,4.3,1900,Sports Shoe,Men,Great Product
442,HRX by Hrithik Roshan,Men Active Running Shoes, 6999, 1599,4.3,0,Sports Shoe,Men,Great Product
443,Skechers,GO RUN CONSISTENT 2.0 Shoes,0,0,4.3,11,Sports Shoe,Men,Great Product
444,Reebok,Unisex Billington Run Shoes, 4999, 2749,4.3,0,Sports Shoe,Men,Great Product
445,Puma,Unisex Lace-Ups Shoes, 4999, 2749,4.3,0,Sports Shoe,Men,Great Product
446,Skechers,Men GO RUN PULSE 2 Running, 6999, 4199,3.7,34,Sports Shoe,Men,Good Choice
447,HRX by Hrithik Roshan,Men Running Shoes, 4999, 1249,4.5,27,Sports Shoe,Men,Great Product
448,Puma,ProFoam Fuego Res Men Shoes, 6999, 2799,3.4,65,Sports Shoe,Men,Average
449,Skechers,Men Slip-Ins Go Walk Walking, 8999, 8549,4.4,19,Sports Shoe,Men,Great Product
450,Calvin Klein Jeans,Men Striped Cotton T-shirt, 5599, 3919,4.2,5,Tshirt,Men,Great Product
451,Calvin Klein Jeans,Men Solid Cotton Polo T-shirt, 4999, 2649,4.3,0,Tshirt,Men,Great Product
452,Levis,Solid Lounge T-shirt, 649, 369,4.3,3400,Tshirt,Men,Great Product
453,Campus Sutra,Men Self Design Cotton T-shirt, 1699, 645,4.4,498,Tshirt,Men,Great Product
454,Calvin Klein Jeans,Men Striped Polo Collar T-shirt, 5599, 3919,4.3,0,Tshirt,Men,Great Product
455,Levis,Solid Lounge T-shirt, 649, 369,4.4,3400,Tshirt,Men,Great Product
456,Levis,Solid Lounge T-shirt, 649, 369,4.4,1500,Tshirt,Men,Great Product
457,U.S. Polo Assn.,Pure Cotton Slim Fit T-shirt, 1499, 974,4.5,146,Tshirt,Men,Great Product
458,Campus Sutra,Men Solid Cotton Polo T-shirt, 1699, 645,4.0,167,Tshirt,Men,Good Choice
459,U.S. Polo Assn.,Men Comfort-Fit Lounge T-Shirt, 799, 559,4.4,644,Tshirt,Men,Great Product
460,ADIDAS,Arsenal 24/25 Away Jersey, 5999, 3239,4.6,98,Tshirt,Men,Excellent
461,FTX,Men Solid Black T-shirt, 330, 99,4.3,0,Tshirt,Men,Great Product
462,Campus Sutra,Men Self Design Cotton T-shirt, 1699, 645,4.4,146,Tshirt,Men,Great Product
463,HRX by Hrithik Roshan,Slim Rapid Dry Raglan T-shirt, 899, 305,4.3,16100,Tshirt,Men,Great Product
464,Puma,Drycell Sports T-shirt, 999, 499,4.5,46,Tshirt,Men,Great Product
465,HIGHLANDER,Unisex Oversized Tshirt, 1249, 449,4.0,23,Tshirt,Men,Good Choice
466,Louis Philippe Jeans,Men Pure Cotton T-shirt, 1999, 1379,4.4,389,Tshirt,Men,Great Product
467,Kook N Keech,Men Polo Collar T-shirt, 1999, 199,4.0,124,Tshirt,Men,Good Choice
468,Pepe Jeans,Crew Neck Lounge Tshirt, 799, 479,4.5,13,Tshirt,Men,Great Product
469,Tommy Hilfiger,Polo Collar Cotton T-shirt, 3599, 2699,4.3,0,Tshirt,Men,Great Product
470,U.S. Polo Assn.,Printed Lounge T-shirt, 899, 719,4.3,476,Tshirt,Men,Great Product
471,glitchez,Relaxed Fit T-shirt, 1199, 299,4.8,5,Tshirt,Men,Excellent
472,Allen Solly,Relaxed Pure Cotton T-shirt, 1599, 847,4.6,57,Tshirt,Men,Excellent
473,DAMENSCH,Pure Cotton Lounge T-shirt, 799, 647,4.5,422,Tshirt,Men,Great Product
474,FTX,Men Self Design T-shirt, 330, 99,4.3,0,Tshirt,Men,Great Product
475,Nautica,Pure Cotton Brand Logo T-shirt, 999, 419,4.6,56,Tshirt,Men,Excellent
476,U.S. Polo Assn.,MEN PURE COTTON T-SHIRT, 799, 519,4.4,388,Tshirt,Men,Great Product
477,Jack & Jones,Men Solid Lounge T-shirt, 699, 384,4.1,135,Tshirt,Men,Great Product
478,Louis Philippe Jeans,Polo Collar Slim Fit T-shirt, 1499, 1124,4.3,825,Tshirt,Men,Great Product
479,Levis,Solid V-Neck Lounge T-shirt, 649, 421,4.4,1700,Tshirt,Men,Great Product
480,Genzy,Men Self Design Polo T-shirt, 2499, 499,3.0,1100,Tshirt,Men,Below Average
481,U.S. Polo Assn.,Pure Cotton Slim Fit T-shirt, 1899, 1139,4.2,49,Tshirt,Men,Great Product
482,Maniac,Striped Round Neck T-shirt, 1569, 486,4.2,3000,Tshirt,Men,Great Product
483,HRX by Hrithik Roshan,Training Rapid-Dry Tshirts, 899, 323,4.2,4200,Tshirt,Men,Great Product
484,Louis Philippe Jeans,Pure Cotton Slim Fit T-shirt, 1999, 1379,4.4,312,Tshirt,Men,Great Product
485,Pepe Jeans,Men Lounge T-Shirt, 799, 543,4.3,0,Tshirt,Men,Great Product
486,NOBERO,Oversized Printed T-shirt, 1799, 479,4.4,4200,Tshirt,Men,Great Product
487,Louis Philippe Jeans,Polo Collar Slim Fit T-shirt, 1499, 824,4.4,935,Tshirt,Men,Great Product
488,Jack & Jones,Round Neck Lounge T-shirt, 699, 384,3.7,38,Tshirt,Men,Good Choice
489,DAMENSCH,Statement Waffle Tank Tops, 799, 751,4.5,201,Tshirt,Men,Great Product
490,U.S. Polo Assn.,Pure Cotton Slim Fit T-shirt, 1499, 974,4.2,140,Tshirt,Men,Great Product
491,BROWN BROTHERS,Unisex Cotton Pockets T-shirt, 1299, 469,4.1,12,Tshirt,Men,Great Product
492,Levis,Solid Round Lounge T-shirt, 649, 369,4.3,1600,Tshirt,Men,Great Product
493,Louis Philippe Sport,Cotton Slim Fit T-shirt, 1599, 943,4.6,488,Tshirt,Men,Excellent
494,Levis,Solid Lounge T-shirt, 649, 395,4.3,1700,Tshirt,Men,Great Product
495,DILLINGER,Men Solid Regular Fit T-shirt, 999, 329,4.4,574,Tshirt,Men,Great Product
496,U.S. Polo Assn.,Pure Cotton Slim Fit T-shirt, 1899, 1139,4.5,42,Tshirt,Men,Great Product
497,NOBERO,Men Printed T-shirt, 1799, 499,4.4,1200,Tshirt,Men,Great Product
498,Puma,Men Pure Cotton T-Shirt, 999, 549,4.1,286,Tshirt,Men,Great Product
499,U.S. Polo Assn.,Pure Cotton Slim Fit T-shirt, 1499, 899,4.3,206,Tshirt,Men,Great Product
500,BROWN BEAR,Leather Two Fold Wallet, 2390, 2151,4.3,60,Wallet,Men,Great Product
501,Calvin Klein,Men Leather Two Fold Wallet,0,0,4.3,0,Wallet,Men,Great Product
502,Steve Jhonson,Men Wallets, 1999, 1499,4.3,0,Wallet,Men,Great Product
503,Steve Jhonson,Men Wallets, 1999, 1499,4.3,0,Wallet,Men,Great Product
504,Lacoste,Abstract PU Card Holder, 6650, 3990,4.3,0,Wallet,Men,Great Product
505,Steve Jhonson,Men Wallets, 1999, 1499,4.3,0,Wallet,Men,Great Product
506,Steve Jhonson,Men Wallets, 1999, 1499,4.3,0,Wallet,Men,Great Product
507,Teakwood Leathers,Solid Zip Around Wallet, 1999, 599,4.3,1700,Wallet,Men,Great Product
508,AQUATAN,Men Wallets, 1999, 1799,4.3,0,Wallet,Men,Great Product
509,Steve Jhonson,Men Wallets, 3999, 1699,4.3,0,Wallet,Men,Great Product
510,Allen Solly,Men Leather Zip Around Wallet, 1599, 639,4.5,228,Wallet,Men,Great Product
511,Teakwood Leathers,Men Solid Brown Leather Wallet, 2375, 712,4.4,581,Wallet,Men,Great Product
512,Hayes London,Men Wallets Genuine Leather, 2999, 959,4.9,9,Wallet,Men,Excellent
513,WATCHSTAR,Zip Detail Leather Card Holder, 1999, 275,3.6,159,Wallet,Men,Good Choice
514,Hayes London,Men Wallets Genuine Leather, 1499, 674,4.3,0,Wallet,Men,Great Product
515,Steve Jhonson,Men Wallets, 1999, 1499,4.3,0,Wallet,Men,Great Product
516,WildHorn,Men Leather Two Fold Wallet, 2699, 296,4.2,659,Wallet,Men,Great Product
517,Steve Jhonson,Men Wallets, 1999, 1499,4.3,0,Wallet,Men,Great Product
518,Peter England,Men Leather Fashion Wallets,0,0,4.3,0,Wallet,Men,Great Product
519,WildHorn,Leather Two Fold Wallet, 1999, 479,4.4,1800,Wallet,Men,Great Product
520,Hayes London,Men Wallets Genuine Leather, 2999, 959,4.3,0,Wallet,Men,Great Product
521,Steve Jhonson,Men Wallets, 1999, 1499,4.3,0,Wallet,Men,Great Product
522,WildHorn,Men Leather Two Fold Wallet, 2699, 296,4.3,681,Wallet,Men,Great Product
523,Hayes London,Men Pack of 2 Wallets Genuine Leather, 2999, 1169,4.3,0,Wallet,Men,Great Product
524,Hayes London,Men Wallets Genuine Leather, 1499, 674,4.3,11,Wallet,Men,Great Product
525,Allen Solly,Leather Two Fold Wallet, 1299, 519,4.8,6,Wallet,Men,Excellent
526,Hayes London,Men Wallets Genuine Leather, 1499, 554,3.1,7,Wallet,Men,Average
527,Steve Jhonson,Men Wallets, 1999, 1499,4.3,0,Wallet,Men,Great Product
528,Hidesign,Men Leather Two Fold Wallet,0,0,4.8,42,Wallet,Men,Excellent
529,GBK,Men Leather Wallets, 3549, 1064,4.3,0,Wallet,Men,Great Product
530,Hayes London,Men Wallets Genuine Leather, 2999, 959,4.3,0,Wallet,Men,Great Product
531,Mochi,Leather Two Fold Wallet, 1090, 719,4.4,49,Wallet,Men,Great Product
532,Hayes London,Men Wallets Genuine Leather, 1499, 554,4.3,0,Wallet,Men,Great Product
